"","date","no","no2","o3"
"200",2018-01-09 07:00:00,"missing",39.65355,2.19527
"201",2018-01-09 08:00:00,"missing",37.37926,2.6942
"202",2018-01-09 09:00:00,"29.34425",36.13253,3.09334
"203",2018-01-09 10:00:00,"37.95001",38.77334,2.89377
"204",2018-01-09 11:00:00,"37.27989",38.28749,3.04344
"205",2018-01-09 12:00:00,"missing",37.15007,3.09334
"206",2018-01-09 13:00:00,"38.05582",36.01679,3.04344
"207",2018-01-09 14:00:00,"37.35043",36.39574,2.99355
"208",2018-01-09 15:00:00,"missing",38.01378,2.44473
"209",2018-01-09 16:00:00,NA,NA,2.39484
"210",2018-01-09 17:00:00,"57.38352",37.70637,2.54452
"211",2018-01-09 18:00:00,"64.15527",45.54192,2.34495
"212",2018-01-09 19:00:00,"missing",42.74347,2.54452
"213",2018-01-09 20:00:00,"28.53305",44.96501,2.99355
"214",2018-01-09 21:00:00,"16.61195",41.83539,5.43828
"215",2018-01-09 22:00:00,"9.17008",34.81109,7.23441
"216",2018-01-09 23:00:00,"6.34852",26.86545,9.42968
"217",2018-01-10 00:00:00,"4.56479",32.00753,10.97635
"218",2018-01-10 01:00:00,"missing",28.6209,11.24244
"219",2018-01-10 02:00:00,"missing",27.57592,12.87227
"220",2018-01-10 03:00:00,"missing",26.49499,16.46453
"221",2018-01-10 04:00:00,"missing",18.92582,48.29594
"222",2018-01-10 05:00:00,"0.31765",13.41046,49.39358
"223",2018-01-10 06:00:00,"missing",21.41332,50.5411
"224",2018-01-10 07:00:00,"4.27067",49.69071,27.98969
"225",2018-01-10 08:00:00,"missing",66.12149,10.22796
"226",2018-01-10 09:00:00,"missing",52.33599,29.38668
"227",2018-01-10 10:00:00,"5.50598",41.95639,34.37593
"228",2018-01-10 11:00:00,"missing",37.95401,35.52346
"229",2018-01-10 12:00:00,"7.94132",39.62823,35.62325
"230",2018-01-10 13:00:00,"7.20013",39.62911,34.47572
"231",2018-01-10 14:00:00,"9.84724",52.06343,25.39528
"232",2018-01-10 15:00:00,"10.48254",66.23057,23.2998
"233",2018-01-10 16:00:00,"16.30618",68.33261,11.92431
"234",2018-01-10 17:00:00,"102.49597",89.10352,2.44473
"235",2018-01-10 18:00:00,"154.52044",99.91097,2.59441
"236",2018-01-10 19:00:00,"167.12067",97.67889,2.99355
"237",2018-01-10 20:00:00,"208.48612",103.7944,3.14323
"238",2018-01-10 21:00:00,"missing",104.96428,2.99355
"239",2018-01-10 22:00:00,"missing",102.26748,2.94366
"240",2018-01-10 23:00:00,"177.42674",89.60933,2.54452
"241",2018-01-11 00:00:00,"183.42845",84.12683,2.8605
"242",2018-01-11 01:00:00,"149.14452",78.33501,2.26179
"243",2018-01-11 02:00:00,"63.96449",63.80055,2.39484
"244",2018-01-11 03:00:00,"22.07499",52.77207,2.29506
"245",2018-01-11 04:00:00,"9.5364",47.65101,2.14538
"246",2018-01-11 05:00:00,"13.20967",46.67164,2.29506
"247",2018-01-11 06:00:00,"18.01319",45.85289,2.19527
"248",2018-01-11 07:00:00,"32.38843",45.45263,2.09549
"249",2018-01-11 08:00:00,"57.32433",45.84809,2.19527
"250",2018-01-11 09:00:00,"missing",45.12538,2.59441
"251",2018-01-11 10:00:00,"44.32658",39.42924,3.24301
"252",2018-01-11 11:00:00,"37.2979",34.13761,4.54022
"253",2018-01-11 12:00:00,"37.96898",31.43142,3.79183
"254",2018-01-11 13:00:00,"44.07934",34.34386,3.74194
"255",2018-01-11 14:00:00,"22.92267",31.72449,4.54022
"256",2018-01-11 15:00:00,"28.39727",35.17892,3.09334
"257",2018-01-11 16:00:00,"24.15887",37.78224,2.19527
"258",2018-01-11 17:00:00,"missing",37.1979,2.14538
"259",2018-01-11 18:00:00,"20.45027",39.62732,2.59441
"260",2018-01-11 19:00:00,"20.59155",42.00767,3.09334
"261",2018-01-11 20:00:00,"15.29355",41.25816,3.39269
"262",2018-01-11 21:00:00,"14.19863",40.77287,3.44258
"263",2018-01-11 22:00:00,"missing",37.37275,4.83957
"264",2018-01-11 23:00:00,"6.81676",32.61428,8.6314
"265",2018-01-12 00:00:00,"4.52419",29.65579,9.9785
"266",2018-01-12 01:00:00,"1.79083",25.18587,16.09865
"267",2018-01-12 02:00:00,"1.73192",24.73489,13.77033
"268",2018-01-12 03:00:00,"2.5802",26.46555,10.87657
"269",2018-01-12 04:00:00,"2.12071",24.13874,13.77033
"270",2018-01-12 05:00:00,"3.81728",25.2183,12.77248
"271",2018-01-12 06:00:00,"6.6449",28.78585,7.73334
"272",2018-01-12 07:00:00,"missing",40.51631,2.44473
"273",2018-01-12 08:00:00,"60.68773",52.66831,2.59441
"274",2018-01-12 09:00:00,"42.48495",46.58439,4.29076
"275",2018-01-12 10:00:00,"36.5116",50.81743,5.48818
"276",2018-01-12 11:00:00,"20.53557",48.78933,7.68345
"277",2018-01-12 12:00:00,"25.30717",55.05993,9.77893
"278",2018-01-12 13:00:00,"9.47252",43.17967,23.24991
"279",2018-01-12 14:00:00,"missing",39.82928,24.09808
"280",2018-01-12 15:00:00,"missing",53.13645,16.51442
"281",2018-01-12 16:00:00,"12.97169",57.9512,7.48388
"282",2018-01-12 17:00:00,"20.18212",66.38265,4.49033
"283",2018-01-12 18:00:00,"13.25446",56.81393,19.957
"284",2018-01-12 19:00:00,"1.90864",34.31581,42.5583
"285",2018-01-12 20:00:00,"1.41381",28.84944,42.90755
"286",2018-01-12 21:00:00,"missing",24.19453,49.29379
"287",2018-01-12 22:00:00,"missing",20.67657,53.93379
"288",2018-01-12 23:00:00,"1.27243",22.94938,47.49766
"289",2018-01-13 00:00:00,"0.75457",21.95086,45.50196
"290",2018-01-13 01:00:00,"0.61309",17.47401,45.16934
"291",2018-01-13 02:00:00,"0.81352",19.49553,41.46067
"292",2018-01-13 03:00:00,"0.81352",21.71605,42.75787
"293",2018-01-13 04:00:00,"0.88426",20.57856,40.06368
"294",2018-01-13 05:00:00,"1.23797",24.26062,32.33034
"295",2018-01-13 06:00:00,"2.05149",28.42914,26.89206
"296",2018-01-13 07:00:00,"missing",37.19819,19.957
"297",2018-01-13 08:00:00,"7.10946",39.35856,12.57291
"298",2018-01-13 09:00:00,"11.67225",39.67385,11.57506
"299",2018-01-13 10:00:00,"11.81373",39.18612,15.06754
