"theYear","country","code","name","mean","median"
"2015 - 2019","france","fr34014","pm25",11.5956459387256,8.477499995
"2015 - 2019","france","fr34024","no2",13.822379474518,9.324999995
"2015 - 2019","france","fr34024","o3",55.3694716267375,57.6324999975
"2015 - 2019","france","fr34024","pm25",11.6649649822323,8.3
"2015 - 2019","france","fr34025","no2",13.2807558166397,10.0625
"2015 - 2019","france","fr34028","no2",33.1456437564592,28.9025
"2015 - 2019","france","fr34029","no2",9.5738292674214,6.939999995
"2015 - 2019","france","fr34029","o3",56.512493260982,57.26499999
"2015 - 2019","france","fr34030","no2",15.6675910745395,11.9225
"2015 - 2019","france","fr34032","no2",11.0835536285584,8.8
"2015 - 2019","france","fr34032","o3",52.3900084284134,56.175
"2015 - 2019","france","fr34041","o3",53.6549430462836,54.604999995
"2015 - 2019","france","fr34046","no2",11.0424741510075,7.3
"2015 - 2019","france","fr34046","o3",49.8798326938117,51.494999995
"2015 - 2019","france","fr34047","no2",30.4155060523726,26.95
"2015 - 2019","france","fr34051","no2",9.99773703636199,6.994999995
"2015 - 2019","france","fr34051","o3",57.2759429985386,60.4175
"2015 - 2019","france","fr34057","no2",15.7388559586074,13.04
"2015 - 2019","france","fr34057","pm25",7.8965134614882,5.725
"2015 - 2019","france","fr34061","no2",9.97993911782734,6.59999999
"2015 - 2019","france","fr34061","o3",55.9158184191445,57.549999995
"2015 - 2019","france","fr35002","no2",8.11735601287605,5.95
"2015 - 2019","france","fr35002","o3",48.7880099549672,52.539999995
"2015 - 2019","france","fr35004","no2",15.0572685221713,11.299999995
"2015 - 2019","france","fr35004","o3",46.0316993994793,49.039999995
"2015 - 2019","france","fr35005","no2",13.6758072100965,8.815
"2015 - 2019","france","fr35005","o3",57.2302928005344,61.1
"2015 - 2019","france","fr35006","no2",14.0090554247461,10.344999995
"2015 - 2019","france","fr35006","o3",41.4521979950063,42.995
"2015 - 2019","france","fr35010","no2",28.1948087698667,25.149999995
"2015 - 2019","france","fr36002","no2",22.2668424521129,17.125
"2015 - 2019","france","fr36002","o3",53.7325269592765,58.149999995
"2015 - 2019","france","fr36002","pm25",12.7414946014353,10.425
"2015 - 2019","france","fr36019","no2",14.4534328202132,9.075
"2015 - 2019","france","fr36019","o3",55.6333129660878,61.125
"2015 - 2019","france","fr36019","pm25",9.72391609198856,7.29999999
"2015 - 2019","france","fr38001","no2",8.70846039629905,6
"2015 - 2019","france","fr38008","no2",8.00102644323058,5.549999995
"2015 - 2019","france","fr38008","o3",33.9420040033971,33.75
"2015 - 2019","france","fr38008","pm25",7.44105414272984,6.6749999925
"2015 - 2019","france","fr38011","no2",9.98963311398803,6.75
"2015 - 2019","france","fr38011","o3",29.4952177099819,31.3
"2015 - 2019","france","fr38011","pm25",6.69086694260621,5.75
"2015 - 2019","france","fr38020","no2",9.4887693241906,7.999999995
"2015 - 2019","france","fr38020","o3",35.5161662711487,35.4375
"2015 - 2019","france","fr38020","pm25",6.19084790724394,5.5749999925
"2015 - 2019","france","fr39008","pm25",9.8131580193449,7.79999999
"2015 - 2019","france","fr39009","no2",10.1747078301269,8.9
"2015 - 2019","france","fr39009","o3",24.4765836908147,22.5
"2015 - 2019","france","fr39009","pm25",8.32494426590972,6.29999999
"2015 - 2019","france","fr39010","no2",36.9540983978442,34.214999995
"2015 - 2019","france","fr39011","no2",18.6717607649136,16.39999999
"2015 - 2019","france","fr39015","no2",16.6229356624486,13.865
"2015 - 2019","france","fr39015","o3",40.2758627858628,43.5
"2015 - 2019","france","fr39015","pm25",12.2762625794342,9.9
"2015 - 2019","france","fr41001","no2",17.7147488266082,12.62
"2015 - 2019","france","fr41001","o3",60.3397338675055,64.899999995
"2015 - 2019","france","fr41001","pm25",9.99642662777933,8.825
"2015 - 2019","france","fr41002","no2",12.3715393209657,8.69999999
"2015 - 2019","france","fr41002","o3",77.4011925416889,83.564999995
"2015 - 2019","france","fr82001","no2",27.0228097460955,22.4649999975
"2015 - 2019","france","fr82006","no2",18.0399503009683,13.69999999
"2015 - 2019","france","fr82006","o3",56.7101983379797,59.2124999925
"2015 - 2019","france","fr82006","pm25",12.1909482841431,9.805
"2015 - 2019","france","fr82010","no2",19.6272304330398,16.399999995
"2015 - 2019","france","fr82010","o3",47.6425674174338,48.97499999
"2015 - 2019","france","fr82010","pm25",11.9178698191732,8
"2015 - 2019","france","fr82020","no2",24.4835223806078,20.4249999925
"2015 - 2019","france","fr82040","no2",16.7346279553005,14.625
"2015 - 2019","france","fr82040","o3",58.952944487271,61.0499999975
"2015 - 2019","france","fr82050","no2",14.0792236307513,9.849999995
"2015 - 2019","france","fr82050","o3",57.4729564288834,61.039999995
"2015 - 2019","france","fr82050","pm25",9.94028429061225,7.874999995
"2015 - 2019","france","fr82060","no2",14.7360064639273,12.25
"2015 - 2019","france","fr82060","o3",48.8203311415053,52.569999995
"2015 - 2019","germany","debb021","no2",17.0186538315853,12.8574999975
"2015 - 2019","germany","debb021","o3",49.1505258491331,49.514999995
"2015 - 2019","germany","debb021","pm25",13.5061961253359,10.195
"2015 - 2019","germany","debb044","no2",29.8378167448952,25.959999995
"2015 - 2019","germany","debb044","pm25",14.7283705392187,11.215
"2015 - 2019","germany","debb045","no2",34.0313687372377,31.17499999
"2015 - 2019","germany","debb045","pm25",15.0538828212528,10.9
"2015 - 2019","germany","debb049","no2",25.9026225894393,21.524999995
"2015 - 2019","germany","debb049","pm25",14.0586611038322,10.655
"2015 - 2019","germany","debb054","no2",37.3668941859385,34.2749999925
"2015 - 2019","germany","debb054","pm25",14.2469858962258,10.355
"2015 - 2019","germany","debb060","no2",24.1998531738903,20.4249999975
"2015 - 2019","germany","debb060","pm25",14.4289606970691,10.7099999975
"2015 - 2019","germany","debb064","no2",13.624773170853,11.535
"2015 - 2019","germany","debb064","o3",53.883272941574,54.0549999925
"2015 - 2019","germany","debb064","pm25",13.949432974119,10.475
"2015 - 2019","germany","debb068","no2",25.1499567293365,21.69999999
"2015 - 2019","germany","debb068","pm25",14.7280064691498,11.69
"2015 - 2019","germany","debb073","no2",35.5965279859454,32.1
"2015 - 2019","germany","debb073","pm25",14.4116159106146,11.045
"2015 - 2019","germany","debe010","no2",27.2327269021424,24.3825
"2015 - 2019","germany","debe010","o3",45.2054599501974,45.33
"2015 - 2019","germany","debe010","pm25",14.6161550545611,10.75
"2015 - 2019","germany","debe018","no2",24.4962965634436,21.2
"2015 - 2019","germany","debe034","no2",25.368815134455,22.0824999975
"2015 - 2019","germany","debe034","o3",46.1295960119041,45.5349999925
"2015 - 2019","germany","debe034","pm25",15.8044557683766,12.725
"2015 - 2019","germany","debe061","no2",44.2276608297968,41.4424999975
"2015 - 2019","germany","debe063","no2",48.3012128722793,44.377499995
"2015 - 2019","germany","debe064","no2",47.9916641368786,45.625
"2015 - 2019","germany","debe065","no2",39.2550165524728,37.1175
"2015 - 2019","germany","debe065","o3",40.8521736130364,39.77
"2015 - 2019","germany","debe065","pm25",17.5310015270056,14.035
"2015 - 2019","germany","debe066","no2",19.5113145946823,16.3124999925
"2015 - 2019","germany","debe067","no2",45.2055887694718,43.4749999975
"2015 - 2019","germany","debe068","no2",25.9098606641272,22.7775
"2015 - 2019","germany","debe068","pm25",15.1340843234651,11.745
"2015 - 2019","germany","debe069","no2",44.3754084572828,41.624999995
"2015 - 2019","germany","debw009","no2",24.0061228808026,21.75
"2015 - 2019","germany","debw009","o3",48.3191131146716,49
"2015 - 2019","germany","debw013","no2",29.0902262033003,27
"2015 - 2019","germany","debw013","o3",43.4965091889066,41.6
"2015 - 2019","germany","debw013","pm25",11.4571344352597,8.727355065
"2015 - 2019","germany","debw015","no2",27.3420662183749,23.3249999975
"2015 - 2019","germany","debw015","o3",42.391113700025,41.199999995
"2015 - 2019","germany","debw015","pm25",12.587678650924,10.1992753525
"2015 - 2019","germany","debw019","no2",27.0524269310079,24.4
"2015 - 2019","germany","debw019","o3",42.2772764607058,42.1
"2015 - 2019","germany","debw019","pm25",11.7948555914883,9.719202895
"2015 - 2019","germany","debw027","no2",25.1112079171984,21.249999995
"2015 - 2019","germany","debw027","o3",48.0274311023593,48.3499999975
"2015 - 2019","germany","debw033","no2",24.495767098158,20.8
"2015 - 2019","germany","debw033","o3",44.1878754908918,43.549999995
"2015 - 2019","germany","debw033","pm25",10.6462521610768,8.1657608625
"2015 - 2019","germany","debw038","no2",22.8476900963189,19.5
"2015 - 2019","germany","debw038","o3",47.4845725076377,45
"2015 - 2019","germany","debw052","no2",20.6988406776194,17.949999995
"2015 - 2019","germany","debw052","o3",50.2663170010737,52.0749999975
"2015 - 2019","germany","debw052","pm25",11.0447174366336,8.649305555
"2015 - 2019","germany","debw080","no2",39.0764644139178,36.05
"2015 - 2019","germany","debw080","pm25",12.2881943119715,9.6512681125
"2015 - 2019","germany","debw081","no2",22.4259938944378,18.099999995
"2015 - 2019","germany","debw081","o3",47.5433071257591,47.5
"2015 - 2019","germany","debw081","pm25",11.0280311026525,8.482789855
"2015 - 2019","germany","debw084","no2",18.8096406398072,14.65
"2015 - 2019","germany","debw084","o3",53.4941168868152,56.149999995
"2015 - 2019","germany","debw084","pm25",9.63407418404418,7.48641304
"2015 - 2019","germany","debw098","no2",45.4076693829379,43.7
"2015 - 2019","germany","debw098","pm25",13.7234177590292,11.4371980675
"2015 - 2019","germany","debw099","no2",52.929534925008,52
"2015 - 2019","germany","debw099","pm25",13.3691872207296,11.2499999975
"2015 - 2019","germany","debw116","no2",67.447412909247,65.699999995
"2015 - 2019","germany","debw118","no2",73.2416747468052,72.09999999
"2015 - 2019","germany","debw118","pm25",15.5842978528429,13.08876812
"2015 - 2019","germany","debw120","no2",43.6783719698531,42.35
"2015 - 2019","germany","debw122","no2",48.0079596971986,49.0749999975
"2015 - 2019","germany","debw122","pm25",11.3000994358853,9.7871376775
"2015 - 2019","germany","debw136","no2",45.2932855586013,42.35
"2015 - 2019","germany","debw147","no2",58.8389619269565,62.3
"2015 - 2019","germany","debw147","pm25",13.9891938519479,11.684782605
"2015 - 2019","germany","debw152","no2",55.0056548355356,52.95
"2015 - 2019","germany","debw152","pm25",14.5888494397421,12.11956522
"2015 - 2019","germany","debw156","no2",37.1268751587174,37
"2015 - 2019","germany","debw156","pm25",11.4548444597632,9.73731884
"2015 - 2019","germany","deby001","no2",31.3774403217221,29.0590538975
"2015 - 2019","germany","deby001","pm25",12.5008752884899,9.624900145
"2015 - 2019","germany","deby006","no2",28.0937922427502,25.0959521075
"2015 - 2019","germany","deby007","no2",25.968106598459,20.8549999975
"2015 - 2019","germany","deby007","o3",44.2607348781697,42.477468755
"2015 - 2019","germany","deby007","pm25",12.3504078045504,8.77817505
"2015 - 2019","germany","deby009","no2",23.0203577145815,19.381074995
"2015 - 2019","germany","deby009","pm25",12.1666817599788,9.434074705
"2015 - 2019","germany","deby014","pm25",11.4729887819721,8.7143249475
"2015 - 2019","germany","deby021","no2",25.1587960873353,21.1899999975
"2015 - 2019","germany","deby021","pm25",12.8232571613444,9.6211751125
"2015 - 2019","germany","deby028","no2",20.5515746495124,17.00371105
"2015 - 2019","germany","deby028","pm25",12.9869399743179,9.9801626075
"2015 - 2019","germany","deby032","no2",19.9477591697627,16.205164985
"2015 - 2019","germany","deby033","no2",26.7717982876766,25.1533160125
"2015 - 2019","germany","deby035","no2",23.298580881409,19.9780096975
"2015 - 2019","germany","deby035","pm25",11.8908485916385,9.298799895
"2015 - 2019","germany","deby037","no2",52.5524736477484,51.68281868
"2015 - 2019","germany","deby037","o3",35.3481772498302,31.720346925
"2015 - 2019","germany","deby037","pm25",13.5898281138798,10.591262675
"2015 - 2019","germany","deby039","no2",30.3139862613485,25.74125623
"2015 - 2019","germany","deby039","o3",47.0600801453859,44.3549999975
"2015 - 2019","germany","deby039","pm25",11.871222995557,9.125174825
"2015 - 2019","germany","deby052","no2",28.140332398522,24.019999995
"2015 - 2019","germany","deby052","o3",42.0347685666066,41.984999995
"2015 - 2019","germany","deby052","pm25",12.5170802360818,9.4527876075
"2015 - 2019","germany","deby053","no2",34.3475423264749,30.53033733
"2015 - 2019","germany","deby053","pm25",11.6041797919884,9.85842513
"2015 - 2019","germany","deby058","no2",27.7405634189583,25.36602497
"2015 - 2019","germany","deby058","o3",40.5777054690347,40.1444385525
"2015 - 2019","germany","deby058","pm25",13.0029880034038,9.95316243
"2015 - 2019","germany","deby063","no2",39.2752004598837,36.15871555
"2015 - 2019","germany","deby068","no2",22.8768781958223,20.1190406
"2015 - 2019","germany","deby068","o3",43.4985177383153,45.752268785
"2015 - 2019","germany","deby075","no2",24.2467589574188,21.961709975
"2015 - 2019","germany","deby075","o3",43.2813302994857,40.9949999975
"2015 - 2019","germany","deby075","pm25",12.1703157770754,9.5391125
"2015 - 2019","germany","deby079","no2",10.1914813301427,7.220190045
"2015 - 2019","germany","deby079","o3",50.3465995973137,50.515
"2015 - 2019","germany","deby110","no2",43.9092067388821,41.61251739
"2015 - 2019","germany","deby111","no2",29.4243361950478,27.932751235
"2015 - 2019","germany","deby115","no2",74.1297311095641,71.542257305
"2015 - 2019","germany","deby115","o3",21.0189660166266,18.37
"2015 - 2019","germany","deby115","pm25",14.5041298778045,11.51661255
"2015 - 2019","germany","deby118","no2",31.093362868407,26.9422402575
"2015 - 2019","germany","deby118","pm25",14.5121163816504,10.949549675
"2015 - 2019","germany","deby119","no2",37.093598101977,35.4021734525
"2015 - 2019","germany","deby120","no2",44.6479134444952,39.33659259
"2015 - 2019","germany","deby188","no2",23.0440981014694,18.702270845
"2015 - 2019","germany","deby188","o3",43.4685810005948,42.782373425
"2015 - 2019","germany","dehb001","no2",22.7009174718165,19.714999995
"2015 - 2019","germany","dehb001","o3",47.2417524423391,48.199999995
"2015 - 2019","germany","dehb002","no2",21.5843815486027,19.162499995
"2015 - 2019","germany","dehb002","o3",42.7542969054978,40.5724999975
"2015 - 2019","germany","dehb002","pm25",11.7605507524291,7.705
"2015 - 2019","germany","dehb004","no2",19.0968448822072,16.585
"2015 - 2019","germany","dehb004","o3",46.3987609013594,46.774999995
"2015 - 2019","germany","dehb005","no2",20.4918741157205,17.8025
"2015 - 2019","germany","dehb005","o3",46.4714547508879,45.769999995
"2015 - 2019","germany","dehb005","pm25",11.5234769107951,7.8874999975
"2015 - 2019","germany","dehb006","no2",40.0067339323073,37.229999995
"2015 - 2019","germany","dehb011","no2",36.2689300538934,31.8125
"2015 - 2019","germany","dehb012","no2",21.2190908260859,19.044999995
"2015 - 2019","germany","dehb012","pm25",11.7712507197991,8.42999999
"2015 - 2019","germany","dehe001","no2",22.8954635208883,19.3058185575
"2015 - 2019","germany","dehe001","o3",43.7639658456754,43.1231718
"2015 - 2019","germany","dehe001","pm25",9.72541464612027,6.66825008
"2015 - 2019","germany","dehe005","no2",36.4954720787571,35.11888504
"2015 - 2019","germany","dehe005","o3",37.5626063267074,35.427803035
"2015 - 2019","germany","dehe005","pm25",13.6939277366239,10.005149835
"2015 - 2019","germany","dehe008","no2",31.7919037129235,28.7132387175
"2015 - 2019","germany","dehe008","o3",40.4721859212118,38.68418121
"2015 - 2019","germany","dehe008","pm25",12.0098493075808,9.67263287
"2015 - 2019","germany","dehe011","no2",25.3306421302728,21.940754415
"2015 - 2019","germany","dehe011","o3",43.1496925113285,40.2667865725
"2015 - 2019","germany","dehe013","no2",21.6426549952997,18.350885865
"2015 - 2019","germany","dehe013","o3",46.8364688920864,46.37698364
"2015 - 2019","germany","dehe013","pm25",11.2312371660607,9.144985485
"2015 - 2019","germany","dehe018","no2",28.4335925370328,23.6691656
"2015 - 2019","germany","dehe018","o3",42.2333016247627,39.7025098725
"2015 - 2019","germany","dehe018","pm25",11.6786156789847,8.8461248875
"2015 - 2019","germany","dehe020","no2",28.7280941521706,26.6866822225
"2015 - 2019","germany","dehe020","o3",36.5359109763454,34.1591424875
"2015 - 2019","germany","dehe022","no2",27.8508593213417,25.0278816175
"2015 - 2019","germany","dehe022","o3",41.4177227031148,42.2093896875
"2015 - 2019","germany","dehe022","pm25",10.8819588002276,8.4270837075
"2015 - 2019","germany","dehe030","no2",22.7612920490203,19.772491925
"2015 - 2019","germany","dehe030","o3",41.433087130956,37.547496795
"2015 - 2019","germany","dehe030","pm25",11.9607102491512,10.7821626625
"2015 - 2019","germany","dehe032","no2",15.2338209006785,12.6920924125
"2015 - 2019","germany","dehe032","o3",43.9146450860164,42.3279571525
"2015 - 2019","germany","dehe037","no2",49.3737888838499,47.3733158125
"2015 - 2019","germany","dehe037","pm25",12.5198789302281,9.336675165
